f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,HF,LF
1.9791361371948961,0.005438685335447756,-1.8326240192930805,-4.564420103546592,0.5658946406000828,-1.1638249962891092,1.6122355850937526,2.1633961658501386,0.5703821999628329,0.9107369780377096,-28.0,-24.953353690032746
0.4934126471928926,-0.21805916818849402,7.089605266676758,-3.3483863658809407,-1.3489505769005492,1.0905127346697716,-0.1517468437012343,2.2194875088187302,-0.4839720141667081,0.8863426897482545,-12.000000000000002,-13.16156492728468
-1.802289593553917,6.130542290920526,2.381087403455524,-1.2027235244000367,2.79909719221638,2.6466655366691874,1.3728428709213307,0.07191820760163727,-1.6729741833768648,-0.1570586774634423,-19.0,-22.91841793648141
-9.764613125380928,6.199301863894636,-0.44853656937173014,-4.153580880233096,1.554209578761145,0.7939874321364386,-0.9848915883923929,-3.443345307816266,-1.364202245422868,1.5893890425377537,-13.999999999999998,-22.06975826026913
-6.989514847593343,1.3145153607134175,-0.96345109828218,-3.9918103496340276,-1.174959466912592,2.2599042355897736,0.7796307815169959,0.6308556902996594,2.4947789678097823,-1.547770670945435,-57.00000000000001,-69.94092209761939
-3.5548321867759114,2.2543809103657337,6.622708825122788,-1.4262603951880506,-6.739408945162906,0.0732107650888614,0.22342452255026768,0.20545784840280007,2.979749944801739,-1.2621788631593518,-37.99999999999999,-52.515502869636215
-0.4585159906738745,-0.654195598024097,-1.6717371697366334,-1.6304849794289469,2.6770376351411165,-3.9178548270121443,2.7557210523074738,-0.4375217374814106,0.6909084571043135,-1.922419199239681,-36.0,-30.422905294405105
2.8212137612240773,-3.2063056336977533,-9.37932174124779,-3.927458914142771,-1.6455453962107602,-2.681988897240053,-2.791211253374708,-2.8634356629801667,2.8848836784084297,-2.731747548783478,-9.0,-7.910383367532828
0.2735576595051641,1.971135931516995,-1.805113068885051,-0.47480031158227864,2.0386244758616403,-4.90896073784667,2.531364512164748,-0.6197726111682724,0.09161792802480202,-0.756441071386242,-33.0,-18.610252749466294
1.6045432764440235,-1.1764029827230797,-1.2089689324195934,4.677495938718045,-1.7444939194701723,-1.9942843928296143,3.9258960601381703,-2.2601290514228682,1.3207604172947414,5.4798767480504145,-118.00000000000004,-92.54054307801218
2.5354706146590997,4.892712355090547,-0.09466571524512099,-3.1852335715877604,-2.084685049672233,-1.744313323774673,2.7166840988148215,0.5093508741560943,0.02361134838011273,-1.105132937132477,-35.0,-27.762256512369337
4.176794857389875,1.703865533971091,1.386772434352086,-4.714780221472985,0.612178661427349,-0.8393753617034067,0.9448080716184212,0.7385856089340506,-0.2401669509350506,0.42089073889525946,-25.000000000000007,-24.178302428687743
3.4425309897281546,-4.468881704741437,-5.035072631419633,3.483284616105754,-0.2485677655966035,0.5754300424250971,-0.598949826983859,-1.6771195009469873,0.6903498279542574,-3.209810878631233,-52.99999999999999,-43.4056613856084
-7.2237479031857195,0.8938695227617477,-0.7226563244704679,-3.3752099116588123,1.1175241393423672,1.0613810019656074,1.2542733128486887,0.6410403036636697,1.3737944199722263,-1.1603992584687906,-28.0,-58.211407472361934
