f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,HF,LF
0.422408810757184,2.2003158972540384,4.671177011834811,-0.9132616102864406,5.978385391140377,-0.2093241761293014,-0.9531833266959124,1.2970537423582333,-0.2969277746218881,-0.09977039689814006,1.4,1.4
-0.6111231196558288,2.4882370618757728,4.301503555056411,0.6111474670506434,0.17250271059278874,5.2071783465062484,-1.4618048452148196,-2.1131291251746926,2.667387721290695,0.4289208447780201,1.4,1.4
-0.663284425008415,2.87432636944635,0.030519858614254942,-2.4705125346626695,3.68251408294357,-0.00043529325088264453,-2.0855362026062605,2.3914854882279033,2.856416875366739,0.0017437865128427442,1.4,1.4
-4.125010186873414,1.8942700713107197,5.690922256461126,0.6645687049713292,5.159995721074095,1.2908929101602593,0.7860618929286436,2.577420406070575,-1.071860378826863,-0.3677591991992221,1.4,1.1045666666666667
-2.401801922601788,4.556373042407056,0.08531549494244978,-1.4435306460845214,1.647282638696342,-1.0873586509742201,-2.133327559923216,1.6654415591464378,1.1840447896019441,0.19319048751268733,0.5800000000000001,0.9483000000000001
-0.21436490257745197,7.23510347154297,0.6191206016649864,-2.4384221386875664,-1.0452160717716508,2.002869644447546,-2.303279652739881,1.0548872837203929,1.4967028880162547,0.7254936986594329,0.4949999999999999,1.3365999999999998
1.7821892474785108,6.58538199348292,5.5937506485395465,-3.162928244605261,-0.6817711820338835,2.67395647867369,-1.7143266260836973,-1.615291692665808,0.9583254580626036,2.1194625116398798,1.0700000000000003,0.7971250000000001
-1.1345577706972774,3.0306457193120147,0.004417772463249571,-3.339816618782855,3.6413382676317023,1.6222072961194096,-1.5627051889116967,2.0131186780513475,-0.9620144418101569,-0.44065778106722503,0.13200000000000012,1.39595
-5.03133666259827,2.6933665412548304,4.387986811952878,1.518753033299543,4.549395726689829,0.5182777687454178,0.1284838260236124,2.289452418703529,-0.7419930275926188,0.06971606168323206,1.4,1.0211999999999999
-3.9884523681337436,2.4169020915500634,-0.02695977012095713,-3.1657390733310065,4.327541558070584,1.9866688379276551,-1.3325879225542485,2.961894889193841,-1.6425984853091664,-1.1998138292219653,1.22,1.3790999999999998
0.8376828861541162,3.9471488604875256,-0.662444766986652,-3.835047513339581,2.987552530809456,0.007287637461602735,-2.690402068329702,1.1917474127337397,0.21533820645366922,0.5046596673412415,0.36749999999999994,0.6360090909090909
